id,speed
0,47.52388802945445
1,47.65541317303931
2,40.21688322481296
3,31.296463772245552
4,41.08098028989636
5,26.945567515436466
6,18.928142494074912
7,49.90812813273582
8,47.76914248412412
9,31.038416182997498
10,30.95817532498684
11,23.487025748608648
12,24.469184339649143
13,24.332969071490695
14,27.026259142404694
15,40.11108511289717
16,45.25548491432145
17,48.3891284452507
18,48.678062235075856
19,48.73424831948715
20,46.81292858963236
21,44.3778708775689
22,19.946301971253476
23,27.270794375961188
24,24.379605961145312
25,20.215063506966654
26,21.042854323119066
27,20.228699534438732
28,16.747511077839647
29,13.334690609370387
30,24.89072222552322
31,46.754026225297665
32,49.82140870779675
33,27.031337813073662
34,27.34116787124758
35,25.074889845327352
36,19.942804730219894
37,20.55712453987125
38,45.74304653933115
39,40.135348773071065
40,45.391917087338165
41,47.79956612871523
42,48.58096457396263
43,44.28733638446829
44,20.64780056539844
45,19.303013682820342
46,19.604213016427416
47,9.845656609999574
48,42.80177759033881
49,47.76283547797531
50,48.62622525593876
51,23.007997968390256
52,20.926370972470462
53,20.439092247793685
54,16.82808983887626
55,16.666344412552384
56,17.658397275556258
57,16.362787206758174
58,28.002229875127195
59,32.03758728273416
60,42.843160857134585
61,41.485428463339275
62,42.11653735088221
63,43.23538741636302
64,45.46711937238709
65,49.099640339160445
66,48.95852859213044
67,47.0218413523297
68,43.76322002229593
69,24.513758975009946
70,21.93160526589011
71,18.84491270488267
72,15.299216348955108
73,15.633279457039455
74,12.534051880875335
75,5.783328128333014
76,42.06420234392274
77,37.866470649246004
78,39.60075173428186
79,47.77741419947132
80,13.446628803458667
81,14.048519569586777
82,20.956294335926106
83,14.374925076496464
84,14.829298673354435
85,11.232132104996603
86,22.2668302228651
87,38.61170621871651
88,45.84050336240091
89,41.250598822933014
90,48.742142894595894
91,46.99113609494591
92,46.04085988176543
93,45.187600444649156
94,25.480310269585498
95,13.578204573957164
96,24.564453884510403
97,10.481322950631796
98,10.24525275944049
99,19.85029172116362
100,39.80783111498347
101,47.587805014882896
102,15.541903712352397
103,18.338150605508574
104,15.889453962033398
105,43.379975362108006
106,34.19961485873608
107,48.461464192705584
108,43.578975598306826
109,12.318404398421652
